Condition,Brand,Model,Edition,Operating System,RAM,Memory,No. of Camera,Screen Size,Network,SIM Support,URL
Used,Apple,iPhone 12 Pro,Apple,iOS,,,,,5G,,,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-kandy-1235
Used,Apple,iPhone 12 Pro Max,256GB,iOS,4 GB,256 GB,Triple,4 to 5 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-used-for-sale-colombo-7850
Used,Apple,iPhone 17,256GB,iOS,8 GB,256 GB,Dual,,,,,https://ikman.lk/en/ad/apple-iphone-17-256gb-used-for-sale-gampaha-10
Used,Apple,iPhone 15 Pro Max,256GB Blue,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-256gb-blue-used-for-sale-colombo-46
Used,Apple,iPhone 12 Pro,128GB,iOS,6 GB,128 GB,Triple,Above 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-128gb-used-for-sale-polonnaruwa-63
Brand New,Apple,iPhone 16,128GB,iOS,8 GB,128 GB,Dual,,,,,https://ikman.lk/en/ad/apple-iphone-16-128gb-brand-new-for-sale-gampaha-32
Used,Apple,iPhone 13 Pro,Apple,iOS,6 GB,256 GB,,,5G,,,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-kandy-598
Used,Apple,iPhone 7 Plus,Apple,iOS,16 GB,128 GB,,,VoLTE,Single SIM,,https://ikman.lk/en/ad/apple-iphone-7-plus-puls-used-for-sale-badulla
Used,Apple,iPhone 16,128GB,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-16-128gb-used-for-sale-kandy-93
Used,Apple,iPhone 14 Pro Max,256GB,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-max-256gb-used-for-sale-kandy-611
Used,Apple,iPhone 17 Pro Max,256GB,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-17-pro-max-256gb-used-for-sale-kandy-49
Used,Apple,iPhone 14 Pro Max,256GB,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-max-256gb-used-for-sale-kandy-612
Used,Apple,iPhone 16 Pro Max,256GB,iOS,8 GB,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-used-for-sale-gampaha-324
Used,Apple,iPhone 12 mini,12 mini,iOS,,128 GB,Dual,5.1 to 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-mini-japan-used-for-sale-colombo
Used,Apple,iPhone 17 Pro Max,512GB,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-17-pro-max-512gb-used-for-sale-kandy-14
Used,Apple,iPhone 17,256GB,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-17-256gb-used-for-sale-kandy-12
Used,Apple,iPhone 17 Pro,Apple,iOS,12 GB,,Triple,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-17-pro-limited-used-for-sale-kurunegala
Used,Apple,iPhone 15 Pro Max,256GB,iOS,8 GB,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-256gb-used-for-sale-gampaha-1163
Used,Apple,iPhone 15 Pro,256GB,iOS,8 GB,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-256gb-used-for-sale-gampaha-585
Used,Apple,iPhone 14,,iOS,6 GB,128 GB,Dual,Above 6 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-kalutara-171
Used,Apple,iPhone 15 Pro,256GB,iOS,8 GB,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-256gb-used-for-sale-gampaha-584
Used,Apple,iPhone 15,128GB,iOS,6 GB,128 GB,Dual,,,,,https://ikman.lk/en/ad/apple-iphone-15-128gb-used-for-sale-gampaha-722
Used,Apple,iPhone 8,256GB,iOS,2 GB,256 GB,,4 to 5 inches,,Single SIM,,https://ikman.lk/en/ad/apple-iphone-8-256-gb-used-for-sale-colombo-275
Used,Apple,iPhone XS,256GB,iOS,,256 GB,Quad,5.1 to 6 inches,VoLTE,Dual VoLTE,,https://ikman.lk/en/ad/apple-iphone-xs-256gb-used-for-sale-gampaha-8329
Used,Nokia,1.4,,iOS,,,,5.1 to 6 inches,4G,,,https://ikman.lk/en/ad/nokia-14-used-for-sale-colombo-286
Used,Apple,iPhone 16,128GB,iOS,,128 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-16-128gb-used-for-sale-ratnapura-11
Used,Apple,iPhone 14 Pro,256GB,iOS,,256 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-ratnapura-313
Used,Apple,iPhone 12,128GB,iOS,4 GB,128 GB,Dual,Above 6 inches,5G,,,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-polonnaruwa-100
Used,Apple,iPhone 14 Pro,256GB KH/A,iOS,6 GB,256 GB,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-kh-a-used-for-sale-matara-15
Used,Apple,iPhone 16,128GB,iOS,,128 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-16-128gb-used-for-sale-ratnapura-11
Used,Apple,iPhone 14 Pro,256GB,iOS,,256 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-ratnapura-313
Used,Apple,iPhone 12 Pro,256GB,iOS,,256 GB,,,5G,,,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-gampaha-8855
Used,Apple,iPhone 14,128GB,iOS,,128 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-ratnapura-314
Used,Apple,iPhone 13 Pro,256GB,iOS,,256 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-used-for-sale-ratnapura-315
Used,Apple,iPhone 13 Pro,128GB,iOS,,128 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-13-pro-128gb-used-for-sale-ratnapura-184
Used,Apple,iPhone 7 Plus,128GB,iOS,4 GB,128 GB,Dual,5.1 to 6 inches,VoLTE,Single SIM,,https://ikman.lk/en/ad/apple-iphone-7-plus-128-gb-used-for-sale-gampaha-1398
Used,Apple,iPhone 12 Pro,128GB,iOS,,128 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-128gb-used-for-sale-ratnapura-896
Used,Apple,iPhone 12 Pro,256GB,iOS,,256 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-ratnapura-1184
Brand New,Apple,iPhone 14,128GB Midnight ZP/A,iOS,6 GB,128 GB,Dual,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-128gb-midnight-zp-a-brand-new-for-sale-colombo-1
Used,Apple,iPhone 12,128GB,iOS,,128 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-ratnapura-972
Used,Apple,iPhone 11 Pro,256GB,iOS,,256 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-11-pro-256gb-used-for-sale-ratnapura-1908
Used,Apple,iPhone 11,128GB,iOS,,128 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-ratnapura-1733
Used,Apple,iPhone 16 Pro Max,256GB,iOS,,256 GB,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-used-for-sale-ratnapura-111
Used,Apple,iPhone 12 Pro Max,USA,iOS,,,Triple,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-usa-used-for-sale-trincomalee
Used,Apple,iPhone 13 Pro,Apple,iOS,6 GB,256 GB,Triple,,5G,,,https://ikman.lk/en/ad/apple-iphone-13-pro-titanium-used-for-sale-colombo
Used,Apple,iPhone 11,Red Edition,iOS,4 GB,128 GB,Dual,,4G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-11-red-edition-used-for-sale-ratnapura-1
Used,Apple,iPhone 11 Pro,256GB,iOS,,256 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-256gb-used-for-sale-matale-181
Used,Apple,iPhone 11,128GB,iOS,4 GB,128 GB,Dual,5.1 to 6 inches,4G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-kandy-2277
Brand New,Apple,iPhone 17 Pro Max,1TB,iOS,6 GB,,,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-17-pro-max-1tb-brand-new-for-sale-kandy-3
Used,Apple,iPhone 12 Pro Max,256GB,iOS,,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-used-for-sale-colombo-7849
Used,Apple,iPhone 11 Pro,Apple iPhone 11 pro,iOS,,64 GB,Triple,,,Single SIM,,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-colombo-3244
Used,Apple,iPhone 11 Pro,256GB,iOS,,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-11-pro-256gb-used-for-sale-colombo-11485
Used,Apple,iPhone 15,128GB,iOS,,128 GB,Dual,,,,,https://ikman.lk/en/ad/apple-iphone-15-128gb-used-for-sale-colombo-3518
Used,Apple,iPhone 14 Pro,Apple,iOS,,,,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-used-for-sale-kandy-417
Used,Apple,iPhone 15,128GB/256GB,iOS,6 GB,,Dual,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-15-128gb-256gb-used-for-sale-colombo-13
Used,Apple,iPhone 12 Pro,256GB,iOS,,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-colombo-10449
Used,Apple,iPhone 13 Pro,256GB,iOS,,256 GB,Triple,,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-13-pro-storage-256gb-used-for-sale-colombo
Used,Apple,iPhone 11,Apple,iOS,,128 GB,,,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-11-i-phone-used-for-sale-gampaha-291
Used,Apple,iPhone 12,128GB,iOS,4 GB,128 GB,Dual,4 to 5 inches,5G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-matara-566
Used,Apple,iPhone 15 Pro,512GB,iOS,8 GB,,Triple,Above 6 inches,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-512gb-used-for-sale-polonnaruwa
Used,Apple,iPhone X,,iOS,,64 GB,Dual,,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-x-used-for-sale-kegalle-954
Used,Apple,iPhone 14,iPhone 14,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1664
Used,Apple,iPhone 14,iPhone 14,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1663
Used,Apple,iPhone 14,iPhone 14,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1662
Used,Apple,iPhone 14,iPhone 14,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1661
Used,Apple,iPhone 14,iPhone 14,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1660
Used,Apple,iPhone 14,iPhone 14,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1659
Used,Apple,iPhone 14,iPhone 14,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1658
Used,Apple,iPhone 14,iPhone 14,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1657
Used,Apple,iPhone 14,iPhone 14,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1656
Used,Apple,iPhone 15 Pro,256GB,iOS,,256 GB,Triple,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-256gb-used-for-sale-kalutara-139
Used,Apple,iPhone 14,iPhone 14,iOS,,128 GB,Dual,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1655
Used,Apple,iPhone 16 Pro,16 pro,iOS,,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-16-pro-used-for-sale-kandy-85
Used,Apple,iPhone 7 Plus,,iOS,,128 GB,,,VoLTE,Single SIM,,https://ikman.lk/en/ad/apple-iphone-7-plus-used-for-sale-matale-937
Used,Apple,iPhone 16 Pro Max,1TB,iOS,12 GB,,Triple,Above 6 inches,5G,,,https://ikman.lk/en/ad/apple-iphone-16-pro-max-1tb-brand-new-for-sale-gampaha
Used,Apple,iPhone XR,,iOS,3 GB,128 GB,Dual,5.1 to 6 inches,VoLTE,Single SIM,,https://ikman.lk/en/ad/apple-iphone-xr-used-for-sale-colombo-2800
Used,Apple,iPhone 13 Pro Max,13 pro max,iOS,,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-13-pro-max-used-for-sale-colombo-3121
Used,Apple,iPhone 12 Pro,256GB,iOS,4 GB,256 GB,Triple,5.1 to 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-12-pro-256-used-for-sale-kurunegala-55
Used,Apple,iPhone 15 Pro,15 pro,iOS,,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-used-for-sale-colombo-1088
Used,Apple,iPhone 15 Pro Max,15 pro max,iOS,,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-colombo-2423
Used,Apple,iPhone 15,128GB/256GB,iOS,6 GB,,Dual,Above 6 inches,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-15-128gb-256gb-used-for-sale-colombo-13
Used,Apple,iPhone 16 Pro Max,256GB,iOS,,,,,5G,Dual SIM,,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-used-for-sale-colombo-2385
Used,Apple,iPhone 16,16,iOS,,128 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-16-used-for-sale-colombo-395
Used,Apple,iPhone 7 Plus,Apple,iOS,4 GB,256 GB,Dual,5.1 to 6 inches,4G,Single SIM,,https://ikman.lk/en/ad/apple-iphone-7-plus-7-used-for-sale-gampaha-155
Used,Apple,iPhone 15,15,iOS,,128 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-15-used-for-sale-colombo-1205
Used,Apple,iPhone 16 Pro Max,Apple,iOS,,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-16-pro-max-used-for-sale-kandy-210
Used,Apple,iPhone 15 Pro Max,Apple,iOS,,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-colombo-2422
Used,Apple,iPhone 15 Pro Max,Apple,iOS,,256 GB,,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-colombo-2421
Used,Apple,iPhone 11 Pro Max,Apple,iOS,,256 GB,,,4G,,,https://ikman.lk/en/ad/apple-iphone-11-pro-max-used-for-sale-gampaha-1614
